"List of AICTE approved institutions (A.Y. 2016-17) as on 30th April 2016"
"1-465931641              LALA LAJPAT RAI MEMORIAL POLYTECHNIC COLLEGE                               Punjab           MOGA           AJITWAL"
"1-3680281                BM COLLEGE OF PHARMACEUTICAL EDUCATION AND RESEARCH                        Madhya Pradesh   INDORE         INDORE"
"1-501930861              NAVSARJAN POLYTECHNIC                                                      Gujarat          MEHSANA        RAMPURA (KUWAIDA)"
"1-429863371              R. C. TECHNICAL INSTITUTE                                                  Gujarat          AHMEDABAD      AHMEDABAD"
"1-3136691                SMT. VANITABEN BACHUBHAI NANDOLA MCA COLLEGE                               Gujarat          JUNAGADH       BHACHA"
"1-15892871               BHAGYODAY TIRTH PHARMACY COLLEGE                                           Madhya Pradesh   SAGAR          SAGAR"
"1-10958311               INSTITUTE OF TECHNOLOGY & SCIENCE                                          Haryana          BHIWANI        PALUWAS"
"1-729015861              FACULTY OF PHARMACY, DHARMSINH DESAI UNIVERSITY                            Gujarat          KHEDA          NADIAD"
"1-40098463               SWAMI VIVEKANAND COLLEGE OF SCIENCE AND TECHNOLOGY BHOPAL                  Madhya Pradesh   BHOPAL         BHOPAL"
"1-458692761              GOVERNMENT POLYTECHNIC COLLEGE SHAJAPUR                                    Madhya Pradesh   SHAJAPUR       SHAJAPUR"
"1-6856057                SRI BALAJI COLLEGE OF ENGINEERING & TECHNOLOGY, JAIPUR                     Rajasthan        JAIPUR         JAIPUR"
"1-20350061               GURU RAMDAS KHALSA INSTITUTE OF SCIENCE AND TECHNOLOGY                     Madhya Pradesh   JABALPUR       JABALPUR"
"1-444178883              OM INSTITUTE OF ENGINEERING AND TECHNOLOGY                                 Gujarat          JUNAGADH       JUNAGADH"
"1-457004891              MALHOTRA COLLEGE (PHARMACY)                                                Madhya Pradesh   BHOPAL         BHOPAL"
"1-487692541              INSTITUTE OF ENGINEERING JIWAJI UNIVERSITY, GWALIOR                        Madhya Pradesh   GWALIOR        GWALIOR"
"1-425482221              SMT. R.S PATEL INSTITUTE OF DIPLOMA ENGINEERING                            Gujarat          PATAN          PATAN"
"1-7650521                IES COLLEGE OF TECHNOLOGY, BHOPAL                                          Madhya Pradesh   BHOPAL         BHOPAL"
"1-8609891                SANGHVI INSTITUTE OF MANAGEMENT AND SCIENCE (MBA)                          Madhya Pradesh   INDORE         INDORE"
"1-6234736                THE PEDANANDIPADU COLLEGE OF ARTS & SCIENCES                               Andhra Pradesh   GUNTUR         PEDANANDIPADU"
"1-440465581              BHARTI COLLEGE OF POLYTECHNIC                                              Chhattisgarh     DURG           DURG"
"1-8821121                DEPARTMENT OF PHARMACY                                                     Madhya Pradesh   BHOPAL         BHOPAL"
"1-2181986031             SHREE SWAMINARAYAN INSTITUTE OF TECHNOLOGY                                 Gujarat          GANDHINAGAR    GANDHINAGAR"
"1-1502860331             GOVERNMENT POLYTECHNIC,KHEDA                                               Gujarat          KHEDA          KAPADWANJ"
"1-35694637               KOPAL INSTITUTE OF SCIENCE & TECHNOLOGY                                    Madhya Pradesh   BHOPAL         BHOPAL"
"1-7866169                NAGAJI INSTITUTE OF PHARMACEUTICAL SCIENCE, GWALIOR                        Madhya Pradesh   GWALIOR        GWALIOR"
"1-448505375              GOVERNMENT POLYTECHNIC NARAYANPUR                                          Chhattisgarh     BASTAR         NARAYANPUR"
"1-5092646                VIKRANT INSTITUTE OF MANAGEMENT                                            Madhya Pradesh   GWALIOR        GWALIOR"
"1-2186688401             APOLLO INSTITUTE OF ENGGINEERING & TECHNOLOGY                              Gujarat          AHMEDABAD      ANASAN"
"1-8795141                MOHAMMADIYA INSTITUTE OF PHARMACY                                          Telangana        KHAMMAM        KHAMMAM"
"1-1542464911             JAIN INSTITUTE OF TECHNOLOGY-DIPLOMA                                       Gujarat          GANDHINAGAR    BHOYAN RATHOD"
"1-455760951              GOVERNMENT POLYTECHNIC FOR WOMEN                                           Telangana        WARANGAL       WARANGAL"
"1-489846411              ANNAMACHARYA COLLEGE OF PHARMACY                                           Andhra Pradesh   YSR DISTRICT   RAJAMPET"
"1-8834571                NISHITHA DEGREE COLLEGE                                                    Telangana        NIZAMABAD      NIZAMABAD"
"1-2083482521             AURORA'S POLYTECH ACADEMY                                                  Telangana        HYDERABAD      BANDLAGUDA"
"1-9363131                POTTI SRIRAMULU CHALAVADI MALLIKARJUNA RAO COLLEGE OF ENGINEERING AND TECHNOLOGY"
"Andhra Pradesh   KRISHNA        VIJAYAWADA"
"1-460885041              GOVERNMENT POLYTECHNIC                                                     Andhra Pradesh   GUNTUR         PONNUR"
"1-445046911              LONGOWAL POLYTECHNIC & PHARMACY COLLEGE                                    Punjab           S.A.S NAGAR    DERABASSI"
"                                            List of AICTE approved institutions (A.Y. 2016-17) as on 30th April 2016"
"Institute Permanent ID   Institute Name                                                               STATE              DISTRICT           CITY"
"1-31073941               GURU HARKRISHAN GIRLS COLLEGE                                                Punjab             SANGRUR            PHALLEWAL"
"1-5878261                BABA FARID COLLEGE OF MANAGEMENT & TECHNOLOGY                                Punjab             BATHINDA           BATHINDA"
"1-457323531              GOVERENMENT POLYTECHNIC KANGRA                                               Himachal Pradesh   KANGRA             KANGRA"
"1-3853050                RUKMINI DEVI INSTITUTE OF ADVANCED STUDIES                                   Delhi              NORTH WEST DELHI   DELHI"
"1-425854431              GOVERNMENT POLYTECHNIC, VALSAD                                               Gujarat            VALSAD             VALSAD"
"1-3478431                SAT PRIYA GROUP OF INSTITUTIONS                                              Haryana            ROHTAK             ROHTAK"
"1-492752721              DEPARTMENT OF BUSINESS ADMINISTRATION                                        Madhya Pradesh     REWA               REWA"
"1-11345621               SAM COLLEGE OF MANAGMENT AND TECHNOLOGY                                      Madhya Pradesh     BHOPAL             BHOPAL"
"1-10746341               MADHAV INSTITUTE OF TECHNOLOGY & SCIENCE                                     Madhya Pradesh     GWALIOR            GWALIOR"
"1-12060061               SARDAR PATEL INSTITUTE OF TECHNOLOGY AND MANAGEMENT                          Madhya Pradesh     KHARGONE           MANDLESHWAR"
"1-9760743                BANSAL INSTITUTE OF RESEARCH, TECHNOLOGY AND SCIENCE                         Madhya Pradesh     BHOPAL             BHOPAL"
"1-6900041                LUDHIANA GROUP OF COLLEGES                                                   Punjab             LUDHIANA           JAGRAON"
"1-500200521              SIDDHARTH INSTITUTE OF TECHNOLOGY                                            Rajasthan          JAIPUR             JAIPUR"
"1-15685551               SHRI RAM INSTITUTE OF PHARMACY JABALPUR                                      Madhya Pradesh     JABALPUR           JABALPUR"
"1-3847801                DELHI INSTITUTE OF TECHNOLOGY & MANAGEMENT                                   Haryana            SONEPAT            SONIPAT"
"1-422761623              FACULTY OF TECHNOLOGY & ENGINEERING, THE MAHARAJA SAYAJIRAO UNIVERSITY OF BARODA"
"Gujarat            VADODARA           VADODARA"
"1-451302761              VIVEKANANDA POLYTECHNIC COLLEGE                                              Rajasthan          JHUNJHUNU          RAJOTA,KHETRI"
"1-9775911                SBMN INSTITUTE OF MANAGEMENT STUDIES & RESEARCH                              Haryana            ROHTAK             ASTHAL BOHAR"
"1-33077607               SATYA COLLEGE OF ENGINEERING & TECHNOLOGY                                    Haryana            PALWAL             PALWAL"
"1-462934263              GOVERNMENT POLYTECHNIC COLLEGE, MANDLA (M.P.)                                Madhya Pradesh     MANDLA             MANDLA"
"1-454654161              CRESCENT COLLEGE OF TECHNOLOGY                                               Madhya Pradesh     BHOPAL             BHOPAL"
"1-1734491                DELHI INSTITUTE OF ADVANCED STUDIES                                          Delhi              NORTH DELHI        DELHI"
"1-4792871                UNIVERSITY INSTITUTE OF ENGINEERING AND TECHNOLOGY                           Punjab             JALANDHAR          JALANDHAR"
"1-6139301                MATA GUJRI COLLEGE FATEHGARH SAHIB                                           Punjab             FATEHGARH SAHIB    FATEHGARH SAHIB"
"1-8631696                SHANKARA INSTITUTE OF MANAGEMENT                                             Rajasthan          JAIPUR             JAIPUR"
"1-4848471                MAHARISHI ARVIND INSTITUTE OF ENGINEERING & TECHNOLOGY                       Rajasthan          JAIPUR             JAIPUR"
"1-3134514                CHANDIGARH COLLEGE OF ENGINEERING AND TECHNOLOGY                             Chandigarh         CHANDIGARH         CHANDIGARH"
"1-419546067              YRS POLYTECHNIC COLLEGE                                                      Punjab             MOGA               MOGA"
"1-4279221                XAVIER INSTITUTE OF MANAGEMENT JABALPUR (XIMJ)                               Madhya Pradesh     JABALPUR           JABALPUR"
"1-6739959                JAWAHARLAL NEHRU COLLEGE OF TECHNOLOGY                                       Madhya Pradesh     REWA               REWA"
"1-9627871                SAI INSTITUTE OF ENGINEERING & TECHNOLOGY,MANAWALA, AMRITSAR                 Punjab             AMRITSAR           AMRITSAR"
"1-5747631                A.R.COLLEGE OF PHARMACY & G.H.PATEL INSTITUTE OF PHARMACY                    Gujarat            ANAND              ANAND"
"1-6343661                NAGAJI INSTITUTE OF TECHNOLOGY & MANAGEMENT, GWALIOR                         Madhya Pradesh     GWALIOR            GWALIOR"
"1-407263811              RKDF INSTITUTE OF PHARMACY SCIENCE                                           Madhya Pradesh     BHOPAL              JATKHEDI"
"1-33714121               S.S.H.C. JAIN INSTITUTE OF MANAGEMENT & RESEARCH                             Madhya Pradesh     SAGAR              SAGAR"
"1-4479011                TECHNO INDIA NJR INSTITUTE OF TECHNOLOGY                                     Rajasthan          UDAIPUR            UDAIPUR"
"1-2479651211             L.J. SCHOOL OF ARCHITECTURE                                                  Gujarat            AHMEDABAD          AHMADABAD"
"1-808357074              INS VALSURA                                                                  Gujarat            JAMNAGAR           JAMNAGAR"
"1-481395681              CHANDGIRAM POLYTECHNIC COLLEGE                                               Rajasthan          CHURU              RAJGARH"
"1-18284891               SCHOOL OF STUDIES IN COMMERCE AND MANAGEMENT , JIWAJI UNIVERSITY,GWALIOR,M.P.Madhya Pradesh     GWALIOR            GWALIOR"
"1-7136301                SHRI RAM GROUP OF INSTITUTIONS (FACULTY OF ENGINEERING, PHARMACY, MCA, MBA) JABALPUR"
"Madhya Pradesh"
"(M.P.)   JABALPUR           JABALPUR"
"1-464457241              GOVT. POLYTECHNIC BIJAPUR(C.G.)                                              Chhattisgarh       BASTAR             BIJAPUR"
"1-455249781              GOVERNMENT WOMEN'S POLYTECHNIC COLLEGE BHOPAL                                Madhya Pradesh     BHOPAL             BHOPAL"
"1-7646641                ROYAL INSTITUTE OF MANAGEMENT AND ADVANCED STUDIES                           Madhya Pradesh     RATLAM             RATLAM"
"1-5223571                SARDAR PATEL COLLEGE OF ADMINISTRATION & MANAGEMENT                          Gujarat            ANAND              ANAND"
"                                            List of AICTE approved institutions (A.Y. 2016-17) as on 30th April 2016"
"Institute Permanent ID   Institute Name                                                             STATE               DISTRICT          CITY"
"1-2186187721             KALOL INSTITUTE OF ARCHITECTURE & DESIGN                                   Gujarat             GANDHINAGAR       KALOL"
"1-454027401              GOVERNMENT INSTITUTE OF PRINTING TECHNOLOGY                                Telangana           HYDERABAD         SECUNDERABAD"
"1-4813901                G H PATEL COLLEGE OF ENGINEERING & TECHNOLOGY                              Gujarat             ANAND             VALLABH VIDYANAGAR"
"1-444979521              MAHARISHI CENTRE FOR EDUCATIONAL EXCELLENCE                                Madhya Pradesh      BHOPAL            BHOPAL"
"1-6554821                PEOPLE'S INSTITUTE OF PHARMACY & RESEARCH CENTRE                           Madhya Pradesh      BHOPAL            BHOPAL"
"1-32272801               VIVEKANAND COLLEGE OF PHARMACY, BHOPAL                                     Madhya Pradesh      BHOPAL            BHOPAL"
"1-5398497                SHRI ATMANAND JAIN INSTITUTE OF MANAG EMENT & TECHNOLOGY(MBA & MCA)        Haryana             AMBALA            AMBALA"
"1-3453121                SRK INSTITUTE OF MANAGEMENT AND COMPUTER EDUCATION                         Gujarat             KUTCH             GANDHIDHAM (KUTCH)"
"1-455167931              J. K. INSTITUTE OF PHARMACY                                                Chhattisgarh        BILASPUR          BILASPUR"
"1-264114969              SHRI G.S. INSTITUTE OF TECH. & SCIENCE, INDORE (M.P.)                      Madhya Pradesh      INDORE            INDORE"
"1-22686012               BHARATIYA VIDYA BHAVAN'S VIVEKANANDA COLLEGE OF SCIENCE, HUMANITIES AND COMMERCE"
"Telangana           HYDERABAD         SECUNDERABAD"
"1-2396524                PRIYADARSHINI COLLEGE OF ENGINEERING & TECHNOLOGY                          Andhra Pradesh      NELLORE           NELLORE"
"1-10445831               ST.PIOUS X P.G (MBA) COLLEGE FOR WOMEN                                     Telangana           RANGAREDDI        HYDERABAD"
"1-16820951               ALWAR SCHOOL OF BUSINESS AND COMPUTERS                                     Andhra Pradesh      VISHAKHAPATNAM    VISAKHAPATNAM"
"1-440183091              VAGDEVI COLLEGE OF PHARMACY AND RESEARCH CENTRE                            Andhra Pradesh      NELLORE           BRAHMADEVAM"
"1-6855414                BALAJI INSTITUTE OF TECHNOLOGY AND SCIENCE                                 Andhra Pradesh      YSR DISTRICT      PRODDATUR"
"1-434671821              K.E.S.POLYTECHNIC FOR WOMEN                                                Andhra Pradesh      KRISHNA           VIJAYAWADA"
"1-9786545                RBVRR WOMEN'S COLLEGE OF PHARMACY                                          Telangana           HYDERABAD         BARKATPURA"
"1-2080449921             IILM INSTITUTE FOR HIGHER EDUCATION                                        Delhi               NEW DELHI         NEW DELHI"
"1-1469843681             GOVERNMENT POLYTECHNIC COLLEGE, NAGAUR                                     Rajasthan           NAGAUR            NAGAUR"
"1-1537599761             GOVT POLYTECHNIC COLLEGE                                                   Punjab              FARIDKOT          KOTKAPURA"
"1-505999181              REGIONAL POLYTECHNIC COLLEGE, SITAPURA ,JAIPUR                             Rajasthan           JAIPUR            JAIPUR"
"1-4263191                BABARIA INSTITUTE OF TECHNOLOGY                                            Gujarat             VADODARA          VADODARA"
"1-4425781                NOOTAN PHARMACY COLLEGE                                                    Gujarat             MEHSANA           VISNAGAR"
"1-17404994               MATA GUJRI COLLEGE, FATEHGARH SAHIB                                        Punjab              FATEHGARH SAHIB   FATEHGARH SAHIB"
"1-10094311               SHEKHAWATI BUSINESS SCHOOL                                                 Rajasthan           SIKAR             SIKAR"
"1-5691521                APPLIED COLLEGE OF MANAGEMENT & ENGINEERING (ACME)                         Haryana             PALWAL            PALWAL"
"1-6874071                ST. SOLDIER GROUP OF INSTITUTIONS                                          Punjab              JALANDHAR         JALANDHAR"
"1-9004017                RUNGTA COLLEGE OF ENGINEERING & TECHNOLOGY                                 Chhattisgarh        DURG              BHILAI"
"1-9717591                C K SHAH VIJAPURWALA INSTITUTE OF MANAGEMENT                               Gujarat             VADODARA          VADODARA"
"1-8603266                SHANKARA INTERNATIONAL SCHOOL OF MANAGEMENT AND RESEARCH                   Rajasthan           JAIPUR            JAIPUR"
"1-498139141              NATIONAL INSTITUTE OF ELECTRONICS AND INFORMATION TECHNOLOGY SRINAGAR/JAMMUJammu and Kashmir   SRINAGAR          SRINAGAR"
"1-13192961               PRANNATH PARNAMI INSTITUTE OF MANAGEMENT & TECHNOLOGY                      Haryana             HISAR             HISAR"
"1-1611428311             SHRI SAI POLYTECHNIC                                                       Chhattisgarh        DURG              AHIWARA"
"1-22699251               KIIT COLLEGE OF ENGINEERING                                                Haryana             GURGAON           GURGAON"
"1-7848431                DAV INSTITUTE OF MANAGEMENT                                                Haryana             FARIDABAD         FARIDABAD"
"1-5931381                LAKSHMI NARAIN COLLEGE OF TECHNOLOGY                                       Madhya Pradesh      BHOPAL            BHOPAL"
"1-6706611                ADINA INSTITUTE OF SCIENCE AND TECHNOLOGY, SAGAR, MP                       Madhya Pradesh      SAGAR             SAGAR"
"1-452024511              SHRI J.M.SABVA INSTITUTE OF ENGINEERING & TECHNOLOGY                       Gujarat             BHAVNAGAR         BOTAD"
"1-477008575              BAHRA INSTITUTE OF PHARMACY                                                Punjab              PATIALA           BHEDPURA"
"1-6102166                C. U. SHAH COLLEGE OF MASTER OF COMPUTER APPLICATION                       Gujarat             SURENDRANAGAR     WADHWAN CITY"
"1-9554293                AKLIA EDUCATIONAL AND RESEARCH SOCIETY GROUP OF INSTITUTIONS               Punjab              BATHINDA          BATHINDA"
"1-10784774               DELHI INSTITUTE OF TOOL ENGINEERING                                        Delhi               CENTRAL DELHI     DELHI"
"1-5790641                LACHOO MEMORIAL COLLEGE OF SCIENCE AND TECHNOLOGY                          Rajasthan           JODHPUR           JODHPUR"
"1-514044051              JAMIA MILLIA ISLAMIA( A CENTRAL UNIVERSITY)                                Delhi               SOUTH DELHI       NEW DELHI"
"                                           List of AICTE approved institutions (A.Y. 2016-17) as on 30th April 2016"
"Institute Permanent ID   Institute Name                                                     STATE            DISTRICT           CITY"
"1-505599131              SALASAR BALA JI POLYTECHNIC COLLEGE                                Rajasthan        SIKAR              SIKAR"
"1-5289751                SWAMI SARVANAND INSTITUTE OF MANAGEMENT & TECHNOLOGY-(MCA)         Punjab           GURDASPUR          DINANAGAR"
"1-4841381                ALPHA COLLEGE OF ENGINEERING & TECHNOLOGY                          Gujarat          GANDHINAGAR        KALOL"
"1-757755871              JASHODABA POLYTECHNIC INSTITUTE                                    Gujarat          PATAN              SIDHPUR"
"1-12704269               ARIHANT SCHOOL OF PHARMACY AND BIO-RESEARCH INSTITUTE              Gujarat          GANDHINAGAR        GANDHINAGAR"
"1-412736271              B. S. PATEL POLYTECHNIC                                            Gujarat          MEHSANA            KHERVA"
"1-6213193                RAJEEV GANDHI PROUDYOGIKI MAHAVIDYALAYA                            Madhya Pradesh   BHOPAL             BHOPAL"
"1-9607491                GUJARAT INSTITUTE OF TECHNICAL STUDIES                             Gujarat          SABARKANTHA        MOYAD, PRANTIJ"
"1-2520269301             BILASPUR COLLEGE OF POLYTECHNIC                                    Chhattisgarh     BILASPUR           BILASPUR"
"1-11885876               LAKSHMI NARAIN COLLEGE OF TECHNOLOGY AND SCIENCE (RIT)             Madhya Pradesh   INDORE             INDORE"
"1-2497480471             STUDY CENTRE FOR COMPUTER APPLICATION                              Madhya Pradesh   REWA               REWA"
"1-445737981              SARDAR PATEL COLLEGE OF TECHNOLOGY                                 Madhya Pradesh   BALAGHAT           BALAGHAT"
"1-441812952              M N COLLEGE OF PHARMACY                                            Gujarat          ANAND              KHAMBHAT"
"1-2186413611             ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY                          Gujarat          AHMEDABAD          AHMADABAD"
"1-2183858641             DR.NATUBHAI.P.PATEL POLYTECHNIC                                    Gujarat          MEHSANA            JOTANA"
"1-5025906                S. R. LUTHRA INSTITUTE OF MANAGEMENT                               Gujarat          SURAT              SURAT"
"1-2183698291             AARYA-VEER COLLEGE OF ENGINEERING & TECHNOLOGY,RAJKOT              Gujarat          RAJKOT             RAJKOT"
"1-5926100                ASHOKA INSTITUTE OF TECHNOLOGY & MANAGEMENT                        Chhattisgarh     RAJNANDGAON        RAJNANDGAON"
"1-8691231                SHRI RAWATPURA SARKAR INSTITUTE OF TECHNOLOGY                      Chhattisgarh     RAIPUR             NEW RAIPUR"
"1-3419111                RSR RUNGTA COLLEGE OF ENGINEERING & TECHNOLOGY                     Chhattisgarh     DURG               BHILAI"
"1-10319004               GLOBUS COLLEGE OF PHARMACY                                         Madhya Pradesh   RAISEN             BHOPAL"
"1-29596603               SHRI BRAHMANAND INSTITUTE OF MANAGEMENT                            Gujarat          JUNAGADH           CHAPARADA"
"1-4884771                SCOPE COLLEGE OF ENGINEERING, BHOPAL                               Madhya Pradesh   BHOPAL             BHAIRONPUR"
"1-8654201                SANGHVI INSTITUTE OF MANAGEMENT AND SCIENCE (MCA)                  Madhya Pradesh   INDORE             INDORE"
"1-440270401              GOVERNMENT POLYTECHNIC COLLEGE BARWANI                             Madhya Pradesh   BARWANI            BARWANI"
"1-8591623                MOHAMMADIYA INSTITUTE OF TECHNOLOGY                                Telangana        KHAMMAM            KHAMMAM"
"1-4201361                R. K. COLLEGE OF BUSINESS MANAGEMENT                               Gujarat          RAJKOT             KASTURBADHAM"
"1-449823531              D A GOVERNEMENT POLYTECHNIC                                        Andhra Pradesh   PRAKASAM           ONGOLE"
"1-2070647321             JNANA GAMYA INSTITUTE OF TECHNOLOGIES                              Andhra Pradesh   VIZIANAGARAM       VIZIANAGARAM"
"1-4531121                ANNAMACHARYA INSTITUE OF TECHNOLOGY & SCIENCES                     Telangana        RANGAREDDI         HYDERABAD"
"1-455317911              DR.B.R.A.G.M.R.POLYTECHNIC                                         Andhra Pradesh   EAST GODAVARI      BOMMURU"
"1-7808301                DCRM PHARMACY COLLEGE                                              Andhra Pradesh   PRAKASAM           INKOLLU"
"1-3044091                VISHNU SREE INSTITUTE OF TECHNOLOGY                                Telangana        NALGONDA           HYDERABAD"
"1-14419987               SRI VANI EDUCATIONAL SOCIETY GROUP OF INSTITUTIONS                 Andhra Pradesh   KRISHNA            VIJAYAWADA"
"1-16497744               COLLEGE OF ENGINEERING & MANAGEMENT                                Punjab           KAPURTHALA         KAPURTHALA"
"1-9706141                SRI SAI IQBAL COLLEGE OF MANAGEMENT & INFORMATION TECHNOLOGY       Punjab           GURDASPUR          GURDASPUR"
"1-5218833                THE TECHNOLOGICAL INSTITUTE OF TEXTILE & SCIENCES                  Haryana          BHIWANI            BHIWANI"
"1-8811696                SWAMI VIVEKANAND INSTITUTE OF ENGG. & TECH.                        Punjab           PATIALA            BANUR"
"1-37834731               CHHATTISGARH INSTITUTE OF TECHNOLOGY                               Chhattisgarh     RAJNANDGAON        RAJNANDGAON"
"1-482487061              INTEGRATED INSTITUTE OF TECHNOLOGY                                 Delhi            SOUTH WEST DELHI   DWARKA"
"1-21580631               BIRLA INSTITUTE OF TECHNOLOGY, LALPUR EXT. CENTRE                  Jharkhand        RANCHI             RANCHI"
"1-4535261                SHREE TAPI BRAHMCHARYASHRAM SABHA COLLEGE OF DIPLOMA ENGINEERING   Gujarat          SURAT              SURAT"
"1-463272131              GURU RAM DASS POLYTECHNIC COLLEGE                                  Punjab           BATHINDA           BATHINDA"
"1-6510779                RKDF INSTITUTE OF MANAGEMENT                                       Madhya Pradesh   BHOPAL             BHOPAL"
"1-484201141              DR. RADHA KISHAN POLYTECHNIC INSTITUTE                             Rajasthan        ALWAR              BASNI"
"                                           List of AICTE approved institutions (A.Y. 2016-17) as on 30th April 2016"
"Institute Permanent ID   Institute Name                                                       STATE              DISTRICT           CITY"
"1-495015761              CENTRAL INSTITUTE OF PLASTICS ENGINEERING & TECHNOLOGY (CIPET),      Punjab             AMRITSAR           AMRITSAR"
"1-495352521              KRISHNA POLYTECHNIC COLLEGE                                          Haryana            YAMUNA NAGAR       BHILL CHAPPER"
"1-454804141              BRAHM KAMAL POLYTECHNIC COLLEGE                                      Punjab             HOSHIARPUR         FATTUWAL, MUKERIAN"
"1-419705601              VNS GROUP OF INSTITUTIONS                                            Madhya Pradesh     BHOPAL             BHOPAL"
"1-8019071                K.V. VIRANI INSTITUTE OF PHARMACY & RESEARCH CENTRE                  Gujarat            AMRELI             SAVARKUNDLA"
"1-6136831                OM INSTITUTE OF TECHNOLOGY & MANAGEMENT                              Haryana            HISAR              HISAR"
"1-8264661                WORLD COLLEGE OF TECHNOLOGY AND MANAGEMENT                           Haryana            GURGAON            FARUKHNAGAR"
"1-849235741              ALIA INSTITUTE OF MANAGEMENT                                         Madhya Pradesh     BHOPAL             BHOPAL"
"1-6813821                MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY                            Delhi              NORTH WEST DELHI   NEW DELHI"
"1-431030171              D.A.DIPLOMA ENGINEERING & TECHNOLOGY                                 Gujarat            KHEDA              MAHEMDABAD"
"1-2198092461             KALINGA UNIVERSITY- FACULTY OF TECHNOLOGY                            Chhattisgarh       RAIPUR             NEW RAIPUR"
"1-25097474               G H G COLLEGE OF PHARMACY                                            Punjab             LUDHIANA           LUDHIANA"
"1-1724675                S.S.D.WOMEN'S INSTITUTE OF TECHNOLOGY                                Punjab             BATHINDA           BATHINDA"
"1-19576431               SHIV SHANKAR INSTITUTE OF ENGINEERING AND TECHNOLOGY                 Punjab             TARAN TARAN        TARN TARAN"
"1-15800151               HIMACHAL INSTITUTE OF PHARMACEUTICAL EDUCATION & RESEARCH            Himachal Pradesh   HAMIRPUR           NADAUN"
"1-479830451              CRESCENT COLLEGE OF TECHNOLOGY                                       Madhya Pradesh     INDORE             INDORE"
"1-4541531                SMT. R. D. GARDI B. PHARMACY COLLEGE                                 Gujarat            RAJKOT             NYARA, RAJKOT"
"1-7718681                DALAL GLOBAL INSTITUTE OF TECHNOLOGY                                 Haryana            JHAJJAR            BERI"
"1-38471831               SHA-SHIB COLLEGE OF TECHNOLOGY                                       Madhya Pradesh     BHOPAL             BHOPAL"
"1-455718981              GOVERNMENT RAMCHANDRA KHAITAN POLYTECHNIC COLLEGE                    Rajasthan          JAIPUR             JAIPUR"
"1-424114261              GOVERNMENT POLYTECHNIC FOR GIRLS                                     Gujarat            SURAT              SURAT"
"1-421093071              SAMARTH COLLEGE OF COMPUTER APPLICATION                              Gujarat            SABARKANTHA        HIMATNAGAR"
"1-446171811              MAHARAJA RANJIT SINGH GROUP OF INSTITUTIONS                          Madhya Pradesh     INDORE             INDORE"
"1-440071941              SHRI RAM INSTITUTE OF TECHNOLOGY. DIPLOMA IN PHARMACY                Madhya Pradesh     JABALPUR           MADHOTAL"
"1-19023177               V. V. P. ENGINEERING COLLEGE                                         Gujarat            RAJKOT             RAJKOT"
"1-2471196781             SAPPHIRE INSTITUTE OF BUSSINESS MANAGEMENT                           Madhya Pradesh     INDORE             INDORE"
"1-2497592901             STATE INSTITUTE OF HOTEL MANAGEMENT                                  Gujarat            PATAN              SIDHPUR"
"1-28638038               INTERNATIONAL INSTITUTE OF PROFESSIONAL STUDIES                      Madhya Pradesh     INDORE             INDORE"
"1-2511748131             CENTER FOR ADVANCED STUDIES IN DESIGN AND RECONFIGURABLE COMPUTING   Gujarat            VADODARA           VADODARA"
"1-25028181               L. J. INSTITUTE OF ENGINEERING & TECHNOLOGY                          Gujarat            AHMEDABAD          AHMEDABAD"
"1-2185853371             GOVT. CO-ED POLYTECHNIC, BASTAR(JAGDALPUR)                           Chhattisgarh       BASTAR             JAGDALPUR"
"1-6050421                JAI NARAIN COLLEGE OF TECHNOLOGY                                     Madhya Pradesh     BHOPAL             BHOPAL"
"1-10711331               L B RAO INSTITUTE OF PHARMACEUTICAL EDUCATION & RESEARCH             Gujarat            ANAND              KHAMBHAT"
"1-19590351               SHREE H.N. SHUKLA COLLEGE OF MANAGEMENT STUDIES                      Gujarat            RAJKOT             RAJKOT"
"1-418658877              DEPARTMENT OF COMPUTER SCIENCE                                       Gujarat            RAJKOT             RAJKOT"
"1-5367771                LAXMIPATI INSTITUTE OE SCIENCE &TECHNOLOGY BHOPAL                    Madhya Pradesh     BHOPAL             BHOPAL"
"1-445039751              DR. S.&S.S. GHANDHY COLLEGE OF ENGINEERING & TECHNOLOGY              Gujarat            SURAT              SURAT"
"1-3106791                S.G.B.M. INSTITUTE OF TECHNOLOGY & SCIENCE                           Madhya Pradesh     JABALPUR           JABALPUR"
"1-447912535              GOVERNMENT POLYTECHNIC , GARIABAND                                   Chhattisgarh       RAIPUR             GARIABAND"
"1-3409671                MATUSHREE V. B. MANVAR COLLEGE OF PHARMACY                           Gujarat            RAJKOT             DUMIYANI"
"1-1458642824             INSTITUTE OF POLYTECHNIC ENGINEERING                                 Madhya Pradesh     BHOPAL             BHOPAL"
"1-474398581              IBT COLLEGE OF DIPLOMA ENGINEERING                                   Chhattisgarh       DURG               BHILAI"
"1-6074153                MAHAKAL INSTITUTE OF TECHNOLOGY & SCIENCE, UJJAIN                    Madhya Pradesh     UJJAIN             UJJAIN"
"1-7588616                N. R. VEKARIA INSTITUTE OF PHARMACY                                  Gujarat            JUNAGADH           JUNAGADH"
"1-462545051              SMT. K.K PATEL MBA/MCA COLLEGE                                       Gujarat            PATAN              PALASAR"
